amount,industry,dma,gender
16.04,101,5011,0
11.72,981,5011,0
20.75,3971,5011,1
47.23,3001,5011,0
9.96,3971,5011,2
2500,9761,5011,1
6.75,2581,5011,0
28.1,9861,5011,1
42.98,5181,5011,0
5,7481,5011,0
478.58,781,5011,0
500,7481,5011,0
79.42,5181,5011,0
3,3971,5011,1
14.89,9861,5011,2
451.02,4991,5011,1
611.89,2551,5011,0
61.2,2581,5011,0
500,9001,5011,0
47.83,101,5011,1
12.96,3971,5011,0
126.88,5611,5011,0
0.99,9761,5011,2
358,7591,5011,0
44.34,101,5011,0
72.51,4151,5011,0
37.5,6171,5011,2
23.41,1701,5011,0
56.88,881,5011,0
9.91,3971,5011,1
2.87,4571,5011,0
615.25,4071,5011,0
419.13,6151,5011,0
89,6991,5011,0
169.95,4151,5011,0
113.14,5181,5011,2
31.56,9861,5011,0
31.15,4421,5011,2
6.1,6441,5011,0
16,9861,5011,1
24.47,9761,5011,0
641.75,7481,5011,1
5.75,191,5011,1
2000,9021,5011,0
105.94,9861,5011,0
173.62,4151,5011,1
146.5,4561,5011,2
29.07,3971,5011,0
39,9751,5011,0
5.6,5181,5011,0
55.31,101,5011,0
29.48,3561,5011,0
27.33,5181,5011,0
62.49,1551,5011,2
15.98,5181,5011,0
18164.97,4571,5011,2
4.79,191,5011,1
5000,9751,5011,0
9.48,101,5011,0
2,3971,5011,1
1,6741,5011,0
5.63,3971,5011,1
36.6,9861,5011,0
314.97,4981,5011,0
29.08,5611,5011,2
21.14,3971,5011,1
235.84,6151,5011,1
671.68,9861,5011,0
21.27,9761,5011,0
47.52,3561,5011,2
49.58,191,5011,1
100.41,101,5011,0
11.24,4571,5011,0
10.65,9761,5011,0
45.15,101,5011,1
85,5001,5011,0
24.95,3971,5011,2
91.8,5181,5011,1
144.64,4431,5011,2
35,5611,5011,0
5.5,101,5011,0
3.08,3971,5011,2
29.94,4271,5011,0
38.37,9861,5011,0
182.24,5181,5011,2
271.63,4991,5011,0
13.29,4571,5011,2
50.8,3971,5011,0
217.29,4671,5011,0
32.66,6521,5011,0
15,7651,5011,0
11.2,1701,5011,1
1.38,3351,5011,2
170,4111,5011,0
2500,7481,5011,1
48.99,6521,5011,0
63.3,4981,5011,0
3,191,5011,0
324.14,4641,5011,1
113.65,9101,5011,0
588.7,101,5011,1
25.5,9751,5011,0
21.68,3971,5011,1
11.76,6441,5011,0
11.41,1701,5011,0
273.95,4121,5011,0
104.07,9861,5011,1
9,9651,5011,2
47.5,9751,5011,0
2.05,3971,5011,1
5.13,3971,5011,1
34.1,5181,5011,1
11.65,1701,5011,0
90.94,251,5011,0
62.21,5621,5011,1
199,9861,5011,1
59.96,3351,5011,2
13.01,9861,5011,0
13.05,3971,5011,1
26.03,3971,5011,1
14.34,191,5011,1
32,101,5011,0
45.5,4111,5011,0
14.12,781,5011,0
12.15,3971,5011,1
10.99,981,5011,0
359.85,6581,5011,0
7.99,3971,5011,0
12.5,3351,5011,0
35.92,9761,5011,1
28.31,101,5011,0
43.55,9761,5011,0
9.37,3971,5011,0
34,3971,5011,0
8.09,3971,5011,0
157.87,4111,5011,0
25,7481,5011,0
164.19,9861,5011,0
5.48,6441,5011,0
6.39,4711,5011,0
80.43,251,5011,1
24.48,3561,5011,0
28.37,9711,5011,0
32.24,101,5011,0
6.1,1701,5011,1
92.54,4151,5011,1
37.18,101,5011,0
1074.74,2001,5011,0
8.16,1701,5011,1
7.47,5161,5011,0
74.5,5061,5011,0
167.2,7091,5011,0
132,6991,5011,0
100,9021,5011,0
8.23,1701,5011,0
18.81,101,5011,0
62.77,4571,5011,1
25,6391,5011,0
19.49,3971,5011,0
1234.24,9861,5011,1
50,2271,5011,0
246.93,101,5011,0
598.79,4021,5011,0
1062.6,3001,5011,1
12.95,6991,5011,0
8.85,6441,5011,0
28.68,3971,5011,0
12.25,6741,5011,0
27.72,5611,5011,1
38.57,6131,5011,0
54.45,5181,5011,1
15.19,9861,5011,1
23.64,101,5011,0
50,9751,5011,0
548.74,4651,5011,0
200.11,101,5011,0
1420,4471,5011,0
11.44,2001,5011,0
2.56,1701,5011,2
39,701,5011,0
3.99,1701,5011,0
10.74,1701,5011,0
270.01,4111,5011,1
8,3971,5011,0
283.2,3001,5011,1
11.98,101,5011,0
5.5,9861,5011,0
27.93,3971,5011,0
7.59,1701,5011,2
40,9101,5011,2
56.62,2431,5011,1
128.2,3001,5011,0
19.19,4371,5011,0
409.2,3001,5011,1
24.95,6141,5011,1
379.34,2271,5011,0
11.99,191,5011,0
46.14,9861,5011,0
72.78,101,5011,0
17.12,1701,5011,2
14.15,3971,5011,0
66,9101,5011,1
71.94,9861,5011,0
31.98,5041,5011,0
60.94,4151,5011,1
6.99,9861,5011,0
19.38,9861,5011,1
664.68,2271,5011,0
10,7651,5011,0
262.96,4151,5011,0
24.6,9861,5011,1
180,9031,5011,0
339.2,3001,5011,1
24.46,4561,5011,2
19.12,3971,5011,1
43.4,841,5011,0
32.18,3561,5011,0
20.49,9861,5011,1
582.65,4111,5011,1
9.99,6741,5011,0
28.79,4671,5011,0
2.12,1701,5011,0
100,3351,5011,2
13.09,9861,5011,1
7.68,101,5011,0
42.46,9861,5011,0
43.64,101,5011,0
2.23,1701,5011,0
44.5,3971,5011,0
92.85,101,5011,1
309.4,9241,5011,2
5,4111,5011,1
81.5,3351,5011,0
9.99,9861,5011,1
10.19,5221,5011,0
85.19,4281,5011,2
30,9151,5011,0
10.47,2591,5011,0
6.05,9761,5011,1
106.5,2281,5011,2
10.08,9761,5011,2
243.34,4111,5011,1
26.56,3891,5011,0
1562.36,6131,5011,0
26.76,3561,5011,1
256.85,2281,5011,2
2.33,1701,5011,0
14.15,3971,5011,1
127.68,2271,5011,0
210,3351,5011,0
32.75,841,5011,0
8.55,441,5011,0
163.2,3001,5011,0
542.2,4111,5011,1
88.5,9861,5011,0
7.47,3971,5011,0
65.97,101,5011,1
11.88,3971,5011,0
50,7481,5011,0
30,5611,5011,1
40,2581,5011,0
35,3561,5011,0
102.1,5061,5011,0
36.2,101,5011,1
15.43,101,5011,1
60,6391,5011,0
12.6,3971,5011,0
296.5,8941,5011,1
31.92,4571,5011,1
35.83,3971,5011,0
26.43,841,5011,0
17.07,3971,5011,0
105.15,8941,5011,1
22.12,6441,5011,2
10,9371,5011,0
29.95,6991,5011,1
52.89,3971,5011,0
110.49,4361,5011,2
29.3,101,5011,0
3.56,6441,5011,2
53.2,4671,5011,1
3000,9751,5011,0
59.97,4121,5011,0
22.68,4991,5011,1
400.94,101,5011,1
15.96,3971,5011,0
47.2,4151,5011,0
3.76,1701,5011,0
9.85,6441,5011,0
12,6161,5011,0
1.25,3351,5011,0
24,4151,5011,0
504.11,6171,5011,1
41.42,4121,5011,2
52.03,3561,5011,1
37.05,4371,5011,0
162,101,5011,0
58.24,4561,5011,2
11.88,191,5011,0
13.8,3971,5011,0
140,101,5011,0
681.02,4131,5011,0
2.65,3981,5011,0
76.64,101,5011,0
150,441,5011,0
24.75,6991,5011,0
1.4,1701,5011,0
34.72,5611,5011,0
14.96,1701,5011,0
45.78,101,5011,0
5.19,1701,5011,0
196.76,101,5011,0
30.05,4361,5011,0
19.32,4431,5011,0
28.78,4651,5011,0
53.3,4651,5011,0
228.39,4121,5011,0
50,1701,5011,1
132.75,9861,5011,0
20,5061,5011,0
94.98,4471,5011,0
21.31,4651,5011,0
41.33,7281,5011,1
107,7421,5041,0
450,4431,5041,0
36,5611,5041,0
74.42,6151,5041,2
9.95,711,5041,2
65.9,4151,5041,2
21.16,9861,5041,1
20.25,5061,5041,0
32.29,7291,5041,0
29.15,9861,5041,0
25,3601,5041,0
1.99,6741,5041,0
25,9071,5041,0
19.99,9761,5041,1
35,3601,5041,0
3.21,3971,5041,2
89.16,4071,5041,2
127.15,9861,5041,0
17.99,9711,5041,2
18.79,3971,5041,0
11.08,9861,5041,2
264.98,9081,5041,0
94.22,6521,5041,0
33.63,4571,5041,2
199,9861,5041,0
10.35,3971,5041,0
20.95,9861,5041,0
148.45,9861,5041,0
104.99,6151,5041,0
359.98,8941,5041,0
3.94,5181,5041,0
13.85,5611,5041,0
34.95,5041,5041,1
32.97,9861,5041,2
76.32,6991,5041,0
100,9241,5041,0
203.51,9861,5041,0
26.49,5041,5041,1
87.21,9861,5041,2
18,3001,5041,0
14.97,9761,5041,0
224.72,6541,5041,0
29,9861,5041,2
50,6991,5041,1
10.95,3971,5041,0
40.43,9861,5041,2
176,871,5041,0
119.67,441,5041,2
50,9751,5041,0
192.99,1701,5041,0
231.53,9861,5041,2
971.76,101,5041,0
7.6,3971,5041,0
15.89,9761,5041,0
4.25,3841,5041,0
126.14,5611,5041,0
29.49,9861,5041,0
70.43,101,5041,2
29.11,9861,5041,0
2.99,9761,5041,1
11.63,9761,5041,1
8.32,9861,5041,1
20.05,7091,5041,1
211.17,4181,5041,0
5.68,9861,5041,1
44.99,6151,5041,0
37.29,9861,5041,2
2.99,9761,5041,0
120.16,9861,5041,0
50,3001,5041,0
40.19,4371,5041,1
11.65,981,5041,0
500,101,5041,0
31.51,7291,5041,2
35,3561,5041,0
55.43,9861,5041,0
14.82,1701,5041,0
29.25,3561,5041,1
102.01,2271,5041,1
25,3601,5041,0
69.04,3561,5041,0
21.37,7091,5041,0
500,9001,5041,0
10.97,3561,5041,1
47.95,3561,5041,0
43.37,3561,5041,0
34.88,7281,5041,2
80.49,2281,5041,1
2.1,1701,5041,0
54.89,5181,5041,0
37.09,3351,5041,0
11.36,3561,5041,1
1.99,9001,5041,0
79.45,9861,5041,0
63.18,9861,5041,0
89.5,4141,5041,1
35.1,9861,5041,2
40.45,5181,5041,0
81.2,4151,5041,0
8.47,9761,5041,0
16.93,4291,5041,2
138,4141,5041,0
55.39,6991,5041,2
44,5611,5041,2
315.66,4431,5041,0
16.95,6441,5041,0
8.47,9761,5041,0
24.82,3971,5041,0
7.18,7291,5041,0
424.35,4651,5041,0
6.66,1701,5041,0
55.45,7091,5041,0
213.25,9861,5041,0
124,2581,5041,0
25.93,4361,5041,0
7.7,1701,5041,0
36.81,7291,5041,2
89,9861,5041,1
10.95,6141,5041,0
16.83,3561,5041,1
13.69,5181,5041,0
45.7,7291,5041,2
10.97,1701,5041,0
68.66,3561,5041,2
25.97,4571,5041,1
40.14,7291,5041,0
22.65,101,5041,0
40.7,4121,5041,1
25,1701,5041,0
22.23,191,5041,1
0.19,3561,5041,2
20,5181,5041,0
163.12,5181,5041,0
71.16,3561,5041,2
14.46,7291,5041,0
32,1701,5041,0
43.99,7291,5041,2
279,3781,5041,1
45.52,7281,5041,1
244.95,9861,5041,1
203.56,5621,5041,0
10.92,441,5041,0
10,1701,5041,0
17.83,7281,5041,0
38.59,7291,5041,0
2.02,7291,5041,0
12.7,3351,5041,0
30,5611,5051,0
20.05,7091,5051,0
503.86,5181,5051,0
45,6581,5051,0
45.07,251,5051,0
9.03,1701,5051,0
215.02,6161,5051,0
91.96,5181,5051,0
10.92,5181,5051,0
38.85,9231,5051,0
23.5,4271,5051,0
112.2,5181,5051,0
201.4,251,5051,2
84.62,6601,5051,0
42.46,3561,5051,0
659.4,3001,5051,0
14.95,6771,5051,0
72.9,6331,5051,0
13.77,5611,5051,0
67.52,4291,5051,0
4.99,6581,5051,0
30,2271,5051,0
3.36,3971,5051,0
32.31,5181,5051,0
83.45,9861,5051,0
20.03,101,5051,0
5,3891,5051,1
21.19,9861,5051,0
0.99,9761,5051,0
25,4271,5051,0
29.32,5181,5051,2
96,6991,5051,0
52.58,3561,5051,0
100,3351,5051,0
57.62,3561,5051,0
410.17,4001,5051,2
38.83,3561,5051,2
191.77,9671,5051,2
15,6581,5051,0
28.99,9861,5051,0
54.91,5181,5051,2
9.95,9861,5051,0
1009.52,251,5051,2
10,6391,5051,0
12,8701,5051,2
34.57,5181,5051,1
342.99,5561,5051,2
56.36,9101,5051,0
99,9861,5051,0
11.11,1701,5051,0
34.99,9861,5051,0
100,4571,5051,0
40.44,3561,5051,1
55.59,4431,5051,0
150,7221,5051,0
310.07,9861,5051,1
50,1701,5051,0
12.53,9861,5051,0
8.61,441,5051,0
56.84,4571,5051,0
13.95,9861,5051,0
40.86,5181,5051,0
62.51,101,5051,0
10.99,711,5051,0
6.29,1701,5051,0
8.17,7281,5051,0
13.95,9861,5051,0
148.98,7221,5051,0
45.87,251,5051,2
26.99,6141,5051,0
380.56,4601,5051,0
23.73,8961,5051,0
5.18,6961,5051,0
108,7221,5051,0
96.19,5181,5051,0
51.51,1701,5051,0
31.8,9751,5051,0
37.47,9861,5051,0
145.84,9861,5051,0
20,101,5051,0
39,3601,5051,0
286.9,2271,5051,0
213.95,5181,5051,0
28,3561,5051,0
15.01,3561,5051,0
399,6991,5051,0
44,7281,5051,0
821.07,341,5051,0
75,7281,5051,0
29.71,3971,5061,0
38.99,9861,5061,1
26.38,101,5061,0
59.94,441,5061,0
9.33,9861,5061,1
29.99,7091,5061,1
9,6391,5061,0
83.55,101,5061,0
37.27,3971,5061,0
27.03,3971,5061,0
4396.63,5221,5061,0
167.47,251,5061,0
387,9861,5061,0
36.01,101,5061,0
36.85,4281,5061,0
15.93,4571,5061,0
23.09,1701,5061,0
4,5611,5061,0
7.91,1701,5061,0
28.62,3971,5061,0
91.4,9371,5061,2
75.98,9861,5061,0
15.9,3971,5061,0
37.31,3971,5061,1
220.89,3351,5061,0
740.81,1571,5061,0
40,871,5061,0
83.21,5181,5061,0
34.77,3971,5061,1
23.99,5211,5061,0
100,8491,5061,1
125,9861,5061,1
182.73,5221,5061,0
14.14,3971,5061,0
30,3561,5061,2
11.99,4651,5061,0
35.74,101,5061,2
25,9671,5061,0
60,4151,5061,0
7860.93,3001,5061,0
8.15,1701,5061,0
34.99,4151,5061,0
10,7281,5061,0
30.23,7281,5061,0
21.82,3971,5061,1
48.74,1151,5061,0
53.82,4021,5061,0
111.84,9861,5061,2
6.86,3971,5061,0
140.99,251,5061,0
7140,9941,5061,1
311.85,2271,5061,1
11.07,9861,5061,0
130.78,6161,5061,0
102.2,9951,5061,0
275,7091,5061,1
6,2581,5061,0
10.99,981,5061,0
36.42,101,5061,1
3.19,1701,5061,2
36.54,6991,5061,0
14.99,6741,5061,2
689.37,9031,5061,0
49.95,6771,5061,2
1.8,4571,5061,0
9.81,4291,5061,0
54,7481,5061,0
7.99,6161,5061,0
56.46,1151,5061,0
14,9671,5061,0
14.3,7291,5061,1
131.74,9001,5061,1
74.8,5611,5061,0
5.67,5181,5061,0
168.54,9861,5061,0
20,3351,5061,2
8,6991,5061,1
54.09,4291,5061,0
68.45,9751,5061,0
30,6991,5061,1
10.55,6991,5061,1
130,101,5061,0
5,6851,5061,0
145.25,5181,5061,0
46.91,5181,5061,0
45.66,4571,5061,0
50,5181,5061,0
14.96,9861,5061,1
15.51,3971,5061,1
19.39,191,5061,0
50,9861,5061,0
75,9861,5061,0
36.8,6601,5061,0
35.1,9861,5061,1
72.86,7291,5061,0
85.83,6601,5061,0
80,2201,5061,0
53.26,7291,5061,0
59,9301,5061,1
5.28,4291,5061,0
5.45,7281,5061,0
12.49,3971,5061,0
74.8,5611,5061,0
3,3971,5061,1
11.83,7291,5061,0
27.72,5611,5061,2
9.49,3971,5061,0
172.73,3431,5061,1
5700,9001,5061,1
918.6,4011,5061,1
1.99,1701,5061,0
267,4431,5061,1
59.76,6771,5061,0
258,4351,5061,1
12.73,1701,5061,0
7.96,5611,5061,1
16.64,9861,5061,0
28,9861,5061,2
464.34,4671,5061,0
5.42,6441,5061,0
540,9931,5061,0
1253.31,4981,5061,2
15.93,4671,5061,0
1200,7131,5061,1
1.43,6441,5061,0
103.6,8891,5061,0
360.29,4041,5061,0
22.97,3971,5061,1
111.4,8891,5061,0
96.45,8951,5061,0
21.51,3971,5061,1
13.99,981,5061,2
21.65,3971,5061,1
544.76,2201,5061,0
5.75,3971,5061,1
16,6991,5061,1
67.06,101,5061,0
9.75,101,5061,1
65,9101,5061,0
579.88,6991,5061,1
10.58,4291,5061,0
12.18,3971,5061,1
84.05,9861,5061,1
5,5181,5061,0
89,5991,5061,2
74.8,5611,5061,2
500.7,9001,5061,0
490.83,3541,5061,1
36.72,711,5061,1
119.99,9861,5061,1
3.54,9861,5061,1
347.56,8941,5061,0
10.22,3971,5061,1
24.99,9861,5061,1
84.95,9861,5061,2
63.09,9861,5061,1
5.3,4671,5061,2
15.63,3971,5061,1
3775,6081,5061,1
53.05,9861,5061,1
1150,9761,5061,1
95.97,9861,5061,1
41.65,4571,5061,1
504.3,9001,5061,0
64.39,101,5061,2
36.98,4131,5061,0
40.97,6441,5061,1
66.46,871,5061,1
119.89,871,5061,1
14,6391,5061,1
603,6821,5061,1
27.98,9861,5061,1
200,9021,5061,1
99,9001,5061,1
27.8,3971,5061,1
77.99,4471,5061,0
61.24,3561,5061,0
731.73,6171,5061,1
58.3,1701,5061,2
4560.5,9991,5061,1
22.34,9861,5061,1
51.17,3561,5061,0
37,9861,5061,1
8.12,3561,5061,0
79.95,3431,5061,0
61.21,9751,5061,1
81.6,9861,5061,0
213.44,9861,5061,0
15.83,9951,5061,0
4.44,191,5061,1
89.9,101,5061,0
45.97,101,5061,1
24.75,4141,5061,0
1.01,3891,5061,1
27.72,5611,5061,0
23.9,5181,5061,1
80.28,9861,5061,1
63.18,5181,5061,1
9.49,9861,5061,0
323.44,4291,5061,0
7.99,9861,5061,0
10,9151,5061,0
475.56,4671,5061,1
79.96,711,5061,1
18.68,9861,5061,0
10.49,1701,5061,0
420,4151,5061,0
9.58,3971,5061,0
7.48,441,5061,0
2.73,1701,5061,0
11.76,1701,5071,0
58.84,4651,5071,0
65.57,101,5071,0
34.89,101,5071,0
2.67,7281,5071,0
204.99,2271,5071,0
25,2271,5071,0
74.73,7571,5071,0
40.49,101,5071,2
89.5,101,5071,2
110.04,5181,5081,2
39.25,9101,5081,0
3.48,1701,5081,0
49.99,9861,5081,0
5.59,1701,5081,0
46.63,9861,5081,0
10.49,9861,5081,0
13.04,9581,5081,1
7.72,101,5081,0
5.22,1701,5081,0
106.2,9951,5081,0
21.04,1701,5081,1
46.1,101,5081,0
20.59,3971,5081,0
160,5181,5081,0
174.5,4071,5081,0
44,5611,5081,0
1.98,7281,5081,0
11.65,1701,5081,1
48.1,7291,5081,0
32.74,6991,5081,0
2.29,5841,5081,0
5.99,7281,5081,0
30,9241,5081,1
4.99,6131,5081,0
156.85,9751,5081,1
65.38,101,5081,0
8.75,9751,5081,1
108.99,5181,5081,0
17.96,5181,5081,0
5.12,4671,5081,0
40.88,251,5081,0
71.52,9861,5081,0
1334.33,9311,5081,0
135.5,3241,5081,0
500,6361,5081,0
100,7131,5081,0
150,6131,5081,0
28.93,7291,5081,0
2417.58,101,5081,0
25.45,7281,5081,0
8362.8,5981,5081,0
20,9651,5081,0
8180.4,3241,5081,0
25,7281,5081,0
59.01,3561,5081,0
380,6161,5081,0
21.38,9951,5081,0
12.21,5181,5081,0
29,4031,5081,0
140,9861,5081,0
128.47,6171,5081,0
13,101,5081,0
2,3001,5081,0
3.64,5181,5081,0
5,6391,5081,0
28.33,101,5081,0
52.89,6161,5091,0
50.6,5611,5101,0
13.48,7281,5101,0
10,9761,5101,0
31.92,101,5101,0
46.87,5181,5101,0
1.25,1701,5101,0
52.81,3541,5101,0
32.15,1151,5101,0
471.18,2271,5101,0
40,3601,5101,0
9.99,6741,5101,0
43.29,2281,5101,0
25.5,101,5101,0
77.8,101,5101,0
2.99,9761,5101,0
23,3561,5101,0
445.85,6161,5101,0
2.49,9861,5101,0
95.82,6161,5101,0
63.34,101,5101,0
87,5611,5101,0
32.16,6161,5101,0
2,3971,5101,0
49.95,6991,5101,0
68.8,9861,5101,0
15,6141,5101,0
70,3001,5101,0
64.1,4181,5101,0
79.95,5991,5101,0
469.99,9861,5111,1
218,9861,5111,0
15.9,4991,5111,0
9.95,7281,5111,0
22.01,5611,5111,1
11.39,1701,5111,0
1528.02,4651,5111,0
155.61,5521,5111,1
10.02,1701,5111,0
83,6391,5111,0
160.65,2971,5111,1
14.95,9761,5111,0
51.52,3561,5111,1
164.3,9941,5111,0
170.7,9861,5111,1
471.82,101,5111,1
58.1,5181,5111,0
73.13,4671,5111,0
1000,4411,5111,1
81.61,9861,5111,1
95,9071,5111,0
178,4121,5111,0
36.69,3561,5111,0
78.56,4991,5111,0
21.24,3561,5111,0
14.87,5181,5111,1
23.93,101,5111,0
5.87,7281,5111,0
19.99,9761,5111,1
16.77,9861,5111,1
148.4,5731,5111,0
12.38,9861,5111,1
9.85,1701,5111,1
39.45,191,5111,2
4.75,3891,5111,0
37,1571,5111,0
160,4141,5111,0
152.23,9861,5111,1
20.79,7281,5111,0
10.9,3971,5111,0
159.95,9861,5111,0
12.99,3001,5111,1
16.58,3971,5111,0
69.14,251,5111,0
63.43,9861,5111,1
79.87,191,5111,0
231,4881,5111,2
97.4,101,5111,0
16.81,1701,5111,0
655.08,8921,5111,0
31.5,101,5111,0
203,9861,5111,0
12.1,101,5111,0
14.66,101,5111,0
5.04,9911,5111,1
15.37,3971,5111,0
190,4471,5111,0
19.92,101,5111,0
151.2,3001,5111,1
179,6051,5111,0
239.88,5611,5111,0
2.77,4291,5111,0
411.04,2271,5111,0
133.19,6171,5111,0
10.24,5181,5111,0
78.17,351,5111,1
2236.61,881,5111,0
7.73,7281,5111,0
37.49,4281,5111,0
100.1,5611,5111,0
13.55,101,5111,0
7.95,251,5111,0
107.1,9861,5111,0
200,3001,5111,1
92.63,1361,5111,0
38.25,3561,5111,0
5.6,101,5111,0
5.29,7281,5111,0
88.99,9861,5111,0
31.87,6161,5111,0
10.99,9761,5111,0
12.3,1701,5111,1
115.8,5181,5111,0
84,101,5111,0
31.35,101,5111,0
6.61,7291,5111,0
330.72,161,5111,0
25,6771,5111,0
4.08,5181,5111,0
84.7,4141,5111,2
14.99,9761,5111,0
287.9,4141,5111,2
28.62,101,5111,1
870.84,8881,5111,0
75.2,5611,5111,0
122.95,4141,5111,2
31.23,9861,5111,1
37.25,1701,5111,0
51.03,6821,5111,0
112.71,4071,5111,2
3.81,1701,5111,0
120.85,4141,5111,2
88.58,6161,5111,0
42.04,101,5111,2
110,6171,5111,2
30.03,4291,5111,0
89.06,5181,5111,0
1530,9861,5111,0
118.46,4151,5111,1
89.49,251,5111,0
6.69,1701,5111,0
61.74,3971,5111,0
39.17,3561,5111,0
23.11,1701,5111,0
537.14,161,5111,0
20,2161,5111,0
40.66,5181,5111,2
428.33,1011,5111,0
69.98,9861,5111,0
18,8701,5111,0
27.82,9861,5111,0
43.3,1701,5111,0
36.68,101,5111,0
92.32,3681,5111,2
106,9691,5111,1
14.99,9861,5111,0
34.71,5181,5111,0
186.97,5041,5111,0
32.66,9861,5111,0
15.9,9861,5111,2
51.47,4981,5111,0
10.44,6491,5111,2
198,3351,5111,0
15.91,6121,5111,2
8.31,3971,5111,0
5,3971,5111,0
85.79,4111,5111,0
28.36,4991,5111,0
66.82,5991,5111,2
67.98,5561,5111,0
34.93,9861,5111,0
209.88,4141,5111,1
21.25,1701,5111,0
599.3,3001,5111,0
50,1701,5111,0
5,3971,5111,0
20.46,3971,5111,0
16.51,3971,5111,2
26.75,5841,5111,0
92.9,251,5111,0
4,3891,5111,0
200.34,4561,5111,1
5.87,1701,5111,0
52.99,3841,5111,0
400,4631,5111,0
26.55,9861,5111,1
11.17,3971,5111,0
24.33,3971,5111,0
158.8,441,5111,1
104.94,4281,5111,0
210.94,9861,5111,0
20,1701,5111,0
1592.95,871,5111,0
1677.8,5221,5111,2
80.95,9911,5111,0
453.96,4281,5111,0
1595,3001,5111,1
52.51,101,5111,0
25,1701,5111,0
40,6031,5111,1
115.65,5981,5111,0
27.28,1701,5111,0
4.48,4571,5111,0
143.95,4071,5111,1
8.95,9581,5111,1
18.9,5181,5111,0
35,9751,5111,0
46,9241,5111,0
6.55,6741,5111,1
25,1221,5111,0
19.16,9861,5111,0
10.1,1701,5111,0
20.67,1701,5111,0
42.39,4151,5111,0
22.8,101,5111,0
19.9,3971,5111,0
100.49,101,5111,0
32.86,4151,5111,0
5,3971,5111,0
5.3,5611,5111,0
75,4991,5111,1
23.32,4151,5111,0
1583.63,3001,5111,0
113.63,4151,5111,0
13.75,1701,5111,0
153.59,6151,5111,0
130.84,2001,5111,0
55.98,9161,5111,0
22.85,6781,5111,0
21.98,4601,5111,0
148.88,441,5111,1
261.31,4571,5111,0
16,6361,5111,0
10.48,1701,5111,0
204,871,5111,0
779.61,3081,5111,0
11.69,6961,5111,0
40.04,3561,5111,0
1.28,5181,5111,0
206.04,6161,5111,0
33.01,5841,5111,0
69,6171,5111,0
16,3971,5111,0
62.97,6211,5111,1
249.95,5181,5111,0
12.87,9861,5111,1
4548.6,5041,5111,0
22.24,3561,5111,0
115,5041,5111,0
24.78,101,5111,0
9.99,4991,5111,1
67.92,4671,5111,0
3.99,5611,5111,1
19.95,7131,5111,1
5.49,7291,5111,0
533.7,2201,5111,0
6.69,1701,5111,0
2215.98,8921,5111,0
152.51,9861,5111,0
2.48,1701,5111,0
33.78,9951,5111,0
42.68,1701,5111,0
88.68,5181,5111,0
42.07,4361,5111,0
381.47,3841,5111,0
24.79,101,5111,0
33.47,101,5111,0
12.44,3601,5111,0
91.07,4291,5111,0
16.3,101,5111,0
7.25,9751,5111,0
20.12,5061,5111,0
20.53,6151,5111,0
23.5,101,5111,0
736.87,1291,5111,0
8.18,441,5111,0
36.04,6991,5111,0
13.38,3971,5111,0
45,3601,5111,0
47.67,4291,5111,0
163.84,4291,5111,0
125.63,9861,5111,0
5340,1291,5111,0
79.5,1291,5111,0
52.4,5181,5111,0
3173.89,1561,5111,0
52.62,5061,5121,1
14.98,9761,5121,0
10.74,9861,5121,1
80,9671,5121,0
95.88,101,5121,2
36.03,9861,5121,1
9.99,821,5121,0
3,3971,5121,0
21.18,4291,5121,0
1773.38,101,5121,0
6.63,3971,5121,0
25.16,6991,5121,0
38.35,8921,5121,0
12.99,9761,5121,2
81.68,5181,5121,0
2.99,9761,5121,2
61.74,101,5121,2
11.65,101,5121,0
125.9,2391,5121,0
9.17,3561,5121,0
46,6391,5121,0
36.01,5061,5121,0
80,7091,5121,0
37.88,4601,5121,0
7.73,5181,5121,0
31.54,9861,5121,0
33.86,9861,5121,0
34.98,5181,5121,0
23.32,5181,5121,0
16.99,9861,5121,0
25.2,2581,5121,0
7.38,3971,5121,0
7.4,3971,5121,0
28.61,9861,5121,0
105.46,4571,5121,0
4.9,9861,5121,0
9.84,9861,5121,0
19.69,4571,5121,0
19.88,1701,5121,0
12.95,7481,5131,2
208.81,4431,5141,0
56.53,9861,5141,0
7.99,9761,5141,0
25.75,3561,5141,0
76.75,9861,5141,0
443.74,5981,5141,0
50.36,9861,5141,0
187.61,4991,5141,0
18.47,9761,5141,0
42.4,9861,5141,0
9.9,4421,5141,0
53.2,4571,5141,0
16.52,5181,5141,0
12.07,1701,5141,0
58.83,4431,5151,0
311,401,5151,0
37.43,4431,5151,0
97.53,351,5151,0
75.63,9861,5151,0
66.17,4571,5151,1
63.44,3621,5151,1
5344.93,121,5151,0
21.93,5181,5151,0
42.25,191,5151,0
13.28,3561,5151,0
76.99,3561,5151,0
13716.71,8921,5151,0
20.5,5611,5151,1
16,1571,5151,1
1055.32,4041,5151,2
9.56,6131,5161,0
21.19,3351,5161,0
198.41,4281,5171,1
11,3891,5171,1
47.19,4631,5171,1
91.11,4131,5171,1
8.99,6991,5171,1
7.99,1701,5171,1
118,4271,5171,1
91.7,4991,5171,1
75,7481,5171,1
103,4281,5171,1
41.54,6491,5171,1
13.99,6441,5171,1
14.47,9861,5171,0
17.06,9861,5171,1
40.95,8491,5171,0
94.47,5181,5171,0
5.31,9761,5171,1
22.98,9861,5171,1
